8,51,57,
9,40,46,
10,40,46,
11,35,41,
11,55,01,
12,15,21,
12,35,41,
12,55,01,
13,15,21,
14,00,06,
14,17,23,
14,35,41,
14,50,56,
15,00,06,
15,40,46,
16,00,06,
16,15,21,
16,20,26,
16,30,36,
17,00,06,
17,27,33,
17,40,46,
17,55,01,
18,00,06,
18,20,26,
18,35,41,
18,50,56,
19,10,16,
19,28,34,
19,45,51,
20,04,10,
20,30,36,
20,45,51
